Year,country,Origin,value
2017,Australia,Rep. of Korea,45
2017,Australia,Kuwait,54
2017,Australia,Lebanon,548
2017,Australia,Liberia,37
2017,Australia,Libya,992
2017,Australia,Sri Lanka,4489
2017,Australia,Morocco,12
2017,Australia,Maldives,10
2017,Australia,Mexico,10
2017,Australia,Myanmar,516
2017,Australia,Mongolia,27
2017,Australia,Mauritius,7
2017,Australia,Malaysia,240
2017,Australia,Nigeria,187
2017,Australia,Nepal,182
2017,Australia,New Zealand,26
2017,Australia,Pakistan,4496
2017,Australia,Peru,9
2017,Australia,Philippines,51
2017,Australia,Papua New Guinea,396
2017,Australia,Dem. People's Rep. of Korea,19
2017,Australia,Palestinian,378
2017,Australia,Romania,9
2017,Australia,Russian Federation,55
2017,Australia,Rwanda,64
2017,Australia,Saudi Arabia,94
2017,Australia,Sudan,239
2017,Australia,Singapore,6
2017,Australia,Solomon Islands,21
2017,Australia,Sierra Leone,29
2017,Australia,El Salvador,10
2017,Australia,Somalia,139
2017,Australia,South Sudan,7
2017,Australia,Syrian Arab Rep.,477
2017,Australia,Thailand,15
2017,Australia,Tibetan,17
2017,Australia,Timor-Leste,8
2017,Australia,Tonga,34
2017,Australia,Tunisia,5
2017,Australia,Turkey,476
2017,Australia,United Rep. of Tanzania,14
2017,Australia,Uganda,65
2017,Australia,Ukraine,18
2017,Australia,United States of America,20
2017,Australia,Uzbekistan,29
2017,Australia,Venezuela (Bolivarian Republic of),26
2017,Australia,Viet Nam,200
2017,Australia,Stateless,2609
2017,Australia,Yemen,27
2017,Australia,South Africa,36
2017,Australia,Zambia,10
2017,Australia,Zimbabwe,986
2017,Austria,Afghanistan,26939
2017,Austria,Angola,82
2017,Austria,Albania,88
2017,Austria,Armenia,692
2017,Austria,Azerbaijan,323
2017,Austria,Burundi,16
2017,Austria,Burkina Faso,9
2017,Austria,Bangladesh,276
2017,Austria,Bosnia and Herzegovina,117
2017,Austria,Belarus,82
2017,Austria,Bolivia (Plurinational State of),11
2017,Austria,China,559
2017,Austria,Côte d'Ivoire,70
2017,Austria,Cameroon,233
2017,Austria,Dem. Rep. of the Congo,406
2017,Austria,Congo,131
2017,Austria,Cuba,14
2017,Austria,Algeria,43
2017,Austria,Egypt,185
2017,Austria,Eritrea,303
2017,Austria,Ethiopia,188
2017,Austria,Georgia,555
2017,Austria,Ghana,31
2017,Austria,Guinea,142
2017,Austria,Gambia,134
2017,Austria,Guatemala,9
2017,Austria,India,63
2017,Austria,Iran (Islamic Rep. of),4565
2017,Austria,Iraq,7414
2017,Austria,Israel,11
2017,Austria,Jordan,62
2017,Austria,Kazakhstan,100
2017,Austria,Kenya,30
2017,Austria,Kyrgyzstan,244
2017,Austria,Lebanon,68
2017,Austria,Liberia,18
2017,Austria,Libya,80
2017,Austria,Sri Lanka,67
2017,Austria,Morocco,30
2017,Austria,Rep. of Moldova,66
2017,Austria,The former Yugoslav Republic of Macedonia,75
2017,Austria,Mali,11
2017,Austria,Myanmar,36
2017,Austria,Montenegro,12
2017,Austria,Mongolia,177
2017,Austria,Nigeria,407
2017,Austria,Nepal,39
2017,Austria,Pakistan,270
2017,Austria,Philippines,10
2017,Austria,Romania,9
2017,Austria,Russian Federation,11301
2017,Austria,Rwanda,19
2017,Austria,Sudan,298
2017,Austria,Senegal,13
2017,Austria,Sierra Leone,26
2017,Austria,Somalia,5671
2017,Austria,Serbia and Kosovo (S/RES/1244 (1999)),1216
2017,Austria,South Sudan,5
2017,Austria,Syrian Arab Rep.,43888
2017,Austria,Togo,12
2017,Austria,Tajikistan,166
2017,Austria,Turkmenistan,7
2017,Austria,Tunisia,7
2017,Austria,Turkey,802
2017,Austria,Uganda,23
2017,Austria,Ukraine,292
2017,Austria,Uzbekistan,113
2017,Austria,Viet Nam,17
2017,Austria,Stateless,2326
2017,Austria,Yemen,163
2017,Austria,Zimbabwe,22
2017,Azerbaijan,Afghanistan,587
2017,Azerbaijan,Iran (Islamic Rep. of),56
2017,Azerbaijan,Iraq,8
2017,Azerbaijan,Pakistan,16
2017,Azerbaijan,Russian Federation,419
2017,Azerbaijan,Syrian Arab Rep.,15
2017,Azerbaijan,Ukraine,6
2017,Azerbaijan,Yemen,8
2017,Burundi,Dem. Rep. of the Congo,61867
2017,Burundi,Mali,13
2017,Burundi,Rwanda,422
2017,Burundi,Somalia,23
2017,Burundi,Turkey,21
2017,Burundi,Uganda,7
2017,Belgium,Afghanistan,3201
2017,Belgium,Angola,91
2017,Belgium,Albania,534
2017,Belgium,Armenia,127
2017,Belgium,Azerbaijan,75
2017,Belgium,Burundi,454
2017,Belgium,Benin,30
2017,Belgium,Burkina Faso,76
2017,Belgium,Bangladesh,18
2017,Belgium,Bulgaria,14
2017,Belgium,Bosnia and Herzegovina,50
2017,Belgium,Belarus,41
2017,Belgium,Central African Rep.,41
2017,Belgium,Chile,48
2017,Belgium,China,1197
2017,Belgium,Côte d'Ivoire,153
2017,Belgium,Cameroon,404
2017,Belgium,Dem. Rep. of the Congo,1015
2017,Belgium,Congo,31
2017,Belgium,Colombia,33
2017,Belgium,Cuba,8
2017,Belgium,Czech Rep.,6
2017,Belgium,Djibouti,267
2017,Belgium,Algeria,46
2017,Belgium,Egypt,50
2017,Belgium,Eritrea,1000
2017,Belgium,Ethiopia,121
2017,Belgium,Gabon,16
2017,Belgium,Georgia,49
2017,Belgium,Ghana,36
2017,Belgium,Guinea,2690
2017,Belgium,Gambia,15
2017,Belgium,Guinea-Bissau,11
2017,Belgium,Guatemala,6
2017,Belgium,Croatia,5
2017,Belgium,Hungary,49
2017,Belgium,India,20
2017,Belgium,Iran (Islamic Rep. of),960
2017,Belgium,Iraq,4000
2017,Belgium,Israel,13
2017,Belgium,Jordan,24
2017,Belgium,Kazakhstan,38
2017,Belgium,Kenya,22
2017,Belgium,Kyrgyzstan,64
2017,Belgium,Cambodia,8
2017,Belgium,Kuwait,7
2017,Belgium,Lao People's Dem. Rep.,13
2017,Belgium,Lebanon,99
2017,Belgium,Liberia,15
2017,Belgium,Libya,60
2017,Belgium,Sri Lanka,394
2017,Belgium,Lithuania,7
2017,Belgium,Morocco,70
2017,Belgium,The former Yugoslav Republic of Macedonia,113
2017,Belgium,Mali,61
2017,Belgium,Myanmar,9
2017,Belgium,Mauritania,206
2017,Belgium,Niger,91
2017,Belgium,Nigeria,43
2017,Belgium,Nepal,13
2017,Belgium,Pakistan,222
2017,Belgium,Poland,154
2017,Belgium,Dem. People's Rep. of Korea,36
2017,Belgium,Palestinian,117
2017,Belgium,Romania,38
2017,Belgium,Russian Federation,2558
2017,Belgium,Rwanda,803
2017,Belgium,Sudan,174
2017,Belgium,Senegal,435
2017,Belgium,Sierra Leone,26
2017,Belgium,El Salvador,7
2017,Belgium,Somalia,1280
2017,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),155
2017,Belgium,Syrian Arab Rep.,9080
2017,Belgium,Chad,34
2017,Belgium,Togo,176
2017,Belgium,Tajikistan,10
2017,Belgium,Tunisia,37
2017,Belgium,Turkey,587
2017,Belgium,United Rep. of Tanzania,50
2017,Belgium,Uganda,20
2017,Belgium,Ukraine,166
2017,Belgium,Uzbekistan,32
2017,Belgium,Venezuela (Bolivarian Republic of),6
2017,Belgium,Viet Nam,40
2017,Belgium,Yemen,24
2017,Benin,Burundi,5
2017,Benin,Central African Rep.,848
2017,Benin,Côte d'Ivoire,162
2017,Benin,Dem. Rep. of the Congo,7
2017,Benin,Sri Lanka,7
2017,Benin,Mali,5
2017,Benin,Pakistan,5
2017,Benin,Syrian Arab Rep.,7
2017,Benin,Turkey,5
2017,Burkina Faso,Burundi,30
2017,Burkina Faso,Central African Rep.,167
2017,Burkina Faso,Cameroon,6
2017,Burkina Faso,Dem. Rep. of the Congo,33
2017,Burkina Faso,Congo,26
2017,Burkina Faso,Mali,23766
2017,Burkina Faso,Rwanda,23
2017,Burkina Faso,Chad,82
2017,Burkina Faso,Togo,14
2017,Bangladesh,Myanmar,932204
2017,Bangladesh,Somalia,5
2017,Bulgaria,Afghanistan,169
2017,Bulgaria,Armenia,15
2017,Bulgaria,Bangladesh,8
2017,Bulgaria,Congo,8
2017,Bulgaria,Egypt,8
2017,Bulgaria,Ethiopia,13
2017,Bulgaria,Iran (Islamic Rep. of),60
2017,Bulgaria,Iraq,1221
2017,Bulgaria,Jordan,7
2017,Bulgaria,Lebanon,23
2017,Bulgaria,Pakistan,12
2017,Bulgaria,Sudan,16
2017,Bulgaria,Somalia,50
2017,Bulgaria,Syrian Arab Rep.,16549
2017,Bulgaria,Turkey,12
2017,Bulgaria,Stateless,959
2017,Bulgaria,Yemen,11
2017,Bahrain,Iraq,246
2017,Bahrain,Yemen,9
2017,Bahamas,Cuba,8
2017,Bosnia and Herzegovina,Croatia,5120
2017,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),69
2017,Bosnia and Herzegovina,Syrian Arab Rep.,15
2017,Bosnia and Herzegovina,Turkey,5
2017,Belarus,Afghanistan,209
2017,Belarus,Azerbaijan,5
2017,Belarus,Egypt,5
2017,Belarus,Ethiopia,5
2017,Belarus,Georgia,59
2017,Belarus,Iran (Islamic Rep. of),5
2017,Belarus,Iraq,13
2017,Belarus,Libya,9
2017,Belarus,Syrian Arab Rep.,87
2017,Belarus,Tajikistan,12
2017,Belarus,Ukraine,1694
2017,Belarus,Yemen,42
2017,Bolivia (Plurinational State of),Chile,8
2017,Bolivia (Plurinational State of),Colombia,195
2017,Bolivia (Plurinational State of),Cuba,9
2017,Bolivia (Plurinational State of),Iraq,16
2017,Bolivia (Plurinational State of),Peru,515
2017,Bolivia (Plurinational State of),Russian Federation,5
2017,Bolivia (Plurinational State of),Syrian Arab Rep.,13
2017,Brazil,Afghanistan,99
2017,Brazil,Angola,1112
2017,Brazil,Argentina,11
2017,Brazil,Burundi,39
2017,Brazil,Bangladesh,10
2017,Brazil,Bolivia (Plurinational State of),153
2017,Brazil,Bhutan,30
2017,Brazil,Central African Rep.,5
2017,Brazil,Chile,21
2017,Brazil,Côte d'Ivoire,48
2017,Brazil,Cameroon,56
2017,Brazil,Dem. Rep. of the Congo,1368
2017,Brazil,Congo,20
2017,Brazil,Colombia,1291
2017,Brazil,Cuba,153
2017,Brazil,Dominican Rep.,5
2017,Brazil,Algeria,7
2017,Brazil,Ecuador,57
2017,Brazil,Egypt,32
2017,Brazil,Eritrea,25
2017,Brazil,Ethiopia,26
2017,Brazil,Georgia,10
2017,Brazil,Ghana,33
2017,Brazil,Guinea,86
2017,Brazil,Gambia,6
2017,Brazil,Guinea-Bissau,19
2017,Brazil,Croatia,5
2017,Brazil,Haiti,8
2017,Brazil,Iran (Islamic Rep. of),60
2017,Brazil,Iraq,287
2017,Brazil,Jordan,8
2017,Brazil,Lebanon,406
2017,Brazil,Liberia,259
2017,Brazil,Libya,5
2017,Brazil,Sri Lanka,18
2017,Brazil,Morocco,8
2017,Brazil,Mexico,6
2017,Brazil,The former Yugoslav Republic of Macedonia,6
2017,Brazil,Mali,74
2017,Brazil,Nigeria,119
2017,Brazil,Nepal,6
2017,Brazil,Pakistan,260
2017,Brazil,Peru,45
2017,Brazil,Paraguay,8
2017,Brazil,Palestinian,490
2017,Brazil,Russian Federation,13
2017,Brazil,Rwanda,18
2017,Brazil,Sudan,71
2017,Brazil,Senegal,14
2017,Brazil,Sierra Leone,152
2017,Brazil,El Salvador,13
2017,Brazil,Somalia,47
2017,Brazil,Serbia and Kosovo (S/RES/1244 (1999)),92
2017,Brazil,Syrian Arab Rep.,2905
2017,Brazil,Togo,30
2017,Brazil,Turkey,5
2017,Brazil,United Rep. of Tanzania,7
2017,Brazil,Uganda,5
2017,Brazil,Ukraine,10
2017,Brazil,Venezuela (Bolivarian Republic of),30
2017,Brazil,Stateless,13
2017,Brazil,South Africa,5
2017,Botswana,Burundi,46
2017,Botswana,Dem. Rep. of the Congo,84
2017,Botswana,Eritrea,10
2017,Botswana,Namibia,923
2017,Botswana,Rwanda,20
2017,Botswana,Sudan,12
2017,Botswana,Somalia,314
2017,Botswana,Uganda,21
2017,Botswana,Zimbabwe,676
2017,Central African Rep.,Angola,14
2017,Central African Rep.,Burundi,24
2017,Central African Rep.,Côte d'Ivoire,9
2017,Central African Rep.,Dem. Rep. of the Congo,4025
2017,Central African Rep.,Congo,13
2017,Central African Rep.,Guinea,7
2017,Central African Rep.,Rwanda,184
2017,Central African Rep.,Sudan,502
2017,Central African Rep.,South Sudan,2049
2017,Central African Rep.,Chad,3184
2017,Central African Rep.,Turkey,7
2017,Central African Rep.,Uganda,5
2017,Canada,Afghanistan,3356
2017,Canada,Angola,99
2017,Canada,Albania,853
2017,Canada,United Arab Emirates,35
2017,Canada,Argentina,26
2017,Canada,Armenia,85
2017,Canada,Antigua and Barbuda,94
2017,Canada,Azerbaijan,297
2017,Canada,Burundi,2022
2017,Canada,Belgium,14
2017,Canada,Benin,54
2017,Canada,Burkina Faso,95
2017,Canada,Bangladesh,905
2017,Canada,Bulgaria,135
2017,Canada,Bahrain,46
2017,Canada,Bahamas,194
2017,Canada,Bosnia and Herzegovina,35
2017,Canada,Belarus,95
2017,Canada,Belize,16
2017,Canada,Bolivia (Plurinational State of),50
2017,Canada,Brazil,64
2017,Canada,Barbados,167
2017,Canada,Bhutan,7
2017,Canada,Botswana,255
2017,Canada,Central African Rep.,70
2017,Canada,Chile,52
2017,Canada,China,7180
2017,Canada,Côte d'Ivoire,253
2017,Canada,Cameroon,1039
2017,Canada,Dem. Rep. of the Congo,1816
2017,Canada,Congo,281
2017,Canada,Colombia,8049
2017,Canada,Costa Rica,15
2017,Canada,Cuba,836
2017,Canada,Czech Rep.,420
2017,Canada,Djibouti,801
2017,Canada,Dominica,5
2017,Canada,Dominican Rep.,124
2017,Canada,Algeria,390
2017,Canada,Ecuador,59
2017,Canada,Egypt,1329
2017,Canada,Eritrea,2131
2017,Canada,Spain,6
2017,Canada,Estonia,5
2017,Canada,Ethiopia,1631
2017,Canada,Fiji,60
2017,Canada,France,10
2017,Canada,Gabon,36
2017,Canada,United Kingdom,11
2017,Canada,Georgia,276
2017,Canada,Ghana,298
2017,Canada,Guinea,442
2017,Canada,Gambia,82
2017,Canada,Guinea-Bissau,9
2017,Canada,Equatorial Guinea,13
2017,Canada,Greece,14
2017,Canada,Grenada,64
2017,Canada,Guatemala,554
2017,Canada,Guyana,148
2017,Canada,"China, Hong Kong SAR",6
2017,Canada,Honduras,934
2017,Canada,Croatia,204
2017,Canada,Haiti,6874
2017,Canada,Hungary,2912
2017,Canada,Indonesia,119
2017,Canada,India,1281
2017,Canada,Iran (Islamic Rep. of),2197
2017,Canada,Iraq,2792
2017,Canada,Israel,181
2017,Canada,Jamaica,893
2017,Canada,Jordan,353
2017,Canada,Kazakhstan,126
2017,Canada,Kenya,463
2017,Canada,Kyrgyzstan,61
2017,Canada,Cambodia,71
2017,Canada,Saint Kitts and Nevis,40
2017,Canada,Rep. of Korea,102
2017,Canada,Kuwait,86
2017,Canada,Lao People's Dem. Rep.,5
2017,Canada,Lebanon,838
2017,Canada,Liberia,91
2017,Canada,Libya,1118
2017,Canada,Saint Lucia,967
2017,Canada,Sri Lanka,4195
2017,Canada,Lithuania,20
2017,Canada,Latvia,75
2017,Canada,Morocco,151
2017,Canada,Rep. of Moldova,121
2017,Canada,Madagascar,16
2017,Canada,Mexico,3846
2017,Canada,The former Yugoslav Republic of Macedonia,43
2017,Canada,Mali,142
2017,Canada,Myanmar,60
2017,Canada,Montenegro,19
2017,Canada,Mongolia,143
2017,Canada,Mauritania,151
2017,Canada,Mauritius,5
2017,Canada,Malawi,16
2017,Canada,Malaysia,32
2017,Canada,Namibia,360
2017,Canada,Niger,57
2017,Canada,Nigeria,4800
2017,Canada,Nicaragua,82
2017,Canada,Nepal,557
2017,Canada,Oman,9
2017,Canada,Pakistan,4971
2017,Canada,Panama,16
2017,Canada,Peru,252
2017,Canada,Philippines,96
2017,Canada,Poland,125
2017,Canada,Dem. People's Rep. of Korea,484
2017,Canada,Paraguay,21
2017,Canada,Palestinian,777
2017,Canada,Qatar,12
2017,Canada,Romania,193
2017,Canada,Russian Federation,877
2017,Canada,Rwanda,1013
2017,Canada,Saudi Arabia,277
2017,Canada,Sudan,802
2017,Canada,Senegal,238
2017,Canada,Singapore,15
2017,Canada,Solomon Islands,28
2017,Canada,Sierra Leone,72
2017,Canada,El Salvador,1354
2017,Canada,Somalia,3035
2017,Canada,Serbia and Kosovo (S/RES/1244 (1999)),288
2017,Canada,South Sudan,12
2017,Canada,Suriname,8
2017,Canada,Slovakia,696
2017,Canada,Swaziland,141
2017,Canada,Seychelles,5
2017,Canada,Syrian Arab Rep.,3095
2017,Canada,Chad,427
2017,Canada,Togo,110
2017,Canada,Thailand,17
2017,Canada,Tajikistan,44
2017,Canada,Turkmenistan,13
2017,Canada,Trinidad and Tobago,135
2017,Canada,Tunisia,189
2017,Canada,Turkey,2833
2017,Canada,United Rep. of Tanzania,147
2017,Canada,Uganda,541
2017,Canada,Ukraine,1126
2017,Canada,Uruguay,7
2017,Canada,United States of America,48
2017,Canada,Uzbekistan,172
2017,Canada,Saint Vincent and the Grenadines,1253
2017,Canada,Venezuela (Bolivarian Republic of),1345
2017,Canada,Viet Nam,44
2017,Canada,Stateless,307
2017,Canada,Yemen,648
2017,Canada,South Africa,58
2017,Canada,Zambia,28
2017,Canada,Zimbabwe,1146
2017,Switzerland,Afghanistan,8151
2017,Switzerland,Angola,774
2017,Switzerland,Albania,86
2017,Switzerland,Armenia,132
2017,Switzerland,Azerbaijan,80
2017,Switzerland,Burundi,84
2017,Switzerland,Benin,22
2017,Switzerland,Burkina Faso,19
2017,Switzerland,Bangladesh,62
2017,Switzerland,Bulgaria,9
2017,Switzerland,Bosnia and Herzegovina,2026
2017,Switzerland,Belarus,43
2017,Switzerland,Brazil,14
2017,Switzerland,Central African Rep.,13
2017,Switzerland,Chile,12
2017,Switzerland,China,2973
2017,Switzerland,Côte d'Ivoire,169
2017,Switzerland,Cameroon,188
2017,Switzerland,Dem. Rep. of the Congo,1288
2017,Switzerland,Congo,67
2017,Switzerland,Colombia,254
2017,Switzerland,Cuba,40
2017,Switzerland,Czech Rep.,7
2017,Switzerland,Djibouti,14
2017,Switzerland,Algeria,160
2017,Switzerland,Ecuador,7
2017,Switzerland,Egypt,106
2017,Switzerland,Eritrea,30935
2017,Switzerland,Western Sahara,7
2017,Switzerland,Ethiopia,1418
2017,Switzerland,Georgia,142
2017,Switzerland,Ghana,17
2017,Switzerland,Guinea,154
2017,Switzerland,Gambia,46
2017,Switzerland,Guinea-Bissau,60
2017,Switzerland,Guatemala,6
2017,Switzerland,Croatia,33
2017,Switzerland,Hungary,7
2017,Switzerland,India,39
2017,Switzerland,Iran (Islamic Rep. of),1637
2017,Switzerland,Iraq,4015
2017,Switzerland,Italy,5
2017,Switzerland,Jordan,57
2017,Switzerland,Kazakhstan,12
2017,Switzerland,Kenya,43
2017,Switzerland,Kyrgyzstan,18
2017,Switzerland,Cambodia,322
2017,Switzerland,Lao People's Dem. Rep.,127
2017,Switzerland,Lebanon,41
2017,Switzerland,Liberia,44
2017,Switzerland,Libya,297
2017,Switzerland,Sri Lanka,5581
2017,Switzerland,Morocco,62
2017,Switzerland,Rep. of Moldova,7
2017,Switzerland,Madagascar,5
2017,Switzerland,The former Yugoslav Republic of Macedonia,188
2017,Switzerland,Mali,29
2017,Switzerland,Myanmar,40
2017,Switzerland,Montenegro,45
2017,Switzerland,Mongolia,118
2017,Switzerland,Mauritania,6
2017,Switzerland,Niger,11
2017,Switzerland,Nigeria,185
2017,Switzerland,Nepal,19
2017,Switzerland,Pakistan,150
2017,Switzerland,Peru,8
2017,Switzerland,Philippines,6
2017,Switzerland,Romania,20
2017,Switzerland,Russian Federation,734
2017,Switzerland,Rwanda,140
2017,Switzerland,Sudan,277
2017,Switzerland,Senegal,42
2017,Switzerland,Sierra Leone,34
2017,Switzerland,El Salvador,5
2017,Switzerland,Somalia,4574
2017,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),2777
2017,Switzerland,South Sudan,7
2017,Switzerland,Syrian Arab Rep.,13639
2017,Switzerland,Chad,49
2017,Switzerland,Togo,669
2017,Switzerland,Tajikistan,11
2017,Switzerland,Tunisia,273
2017,Switzerland,Turkey,3440
2017,Switzerland,United Rep. of Tanzania,15
2017,Switzerland,Uganda,40
2017,Switzerland,Ukraine,42
2017,Switzerland,Uzbekistan,50
2017,Switzerland,Venezuela (Bolivarian Republic of),5
2017,Switzerland,Viet Nam,996
2017,Switzerland,Stateless,519
2017,Switzerland,Yemen,339
2017,Switzerland,South Africa,14
2017,Switzerland,Zimbabwe,15
2017,Chile,Afghanistan,13
2017,Chile,Dem. Rep. of the Congo,6
2017,Chile,Congo,8
2017,Chile,Colombia,1117
2017,Chile,Cuba,18
2017,Chile,Ecuador,23
2017,Chile,Sri Lanka,5
2017,Chile,Peru,113
2017,Chile,Palestinian,11
2017,Chile,El Salvador,9
2017,Chile,Syrian Arab Rep.,85
2017,China,Afghanistan,8
2017,China,Burundi,5
2017,China,Dem. Rep. of the Congo,5
2017,China,Iraq,12
2017,China,Pakistan,18
2017,China,Palestinian,9
2017,China,Somalia,91
2017,China,Syrian Arab Rep.,42
2017,China,Viet Nam,321502
2017,China,Yemen,7
2017,Côte d'Ivoire,Burundi,34
2017,Côte d'Ivoire,Central African Rep.,332
2017,Côte d'Ivoire,Dem. Rep. of the Congo,112
2017,Côte d'Ivoire,Congo,51
2017,Côte d'Ivoire,Liberia,907
2017,Côte d'Ivoire,Mali,5
2017,Côte d'Ivoire,Rwanda,47
2017,Côte d'Ivoire,Sudan,9
2017,Côte d'Ivoire,Syrian Arab Rep.,12
2017,Côte d'Ivoire,Togo,15
2017,Côte d'Ivoire,Turkey,20
2017,Cameroon,Burundi,60
2017,Cameroon,Central African Rep.,248843
2017,Cameroon,Côte d'Ivoire,68
2017,Cameroon,Dem. Rep. of the Congo,523
2017,Cameroon,Congo,51
2017,Cameroon,Guinea,11
2017,Cameroon,Liberia,9
2017,Cameroon,Morocco,7
2017,Cameroon,Nigeria,85319
2017,Cameroon,Rwanda,832
2017,Cameroon,Sudan,79
2017,Cameroon,South Sudan,12
2017,Cameroon,Syrian Arab Rep.,15
2017,Cameroon,Chad,1521
2017,Cameroon,Togo,17
2017,Dem. Rep. of the Congo,Angola,494
2017,Dem. Rep. of the Congo,Burundi,44450
2017,Dem. Rep. of the Congo,Central African Rep.,181917
2017,Dem. Rep. of the Congo,Côte d'Ivoire,7
2017,Dem. Rep. of the Congo,Congo,661
2017,Dem. Rep. of the Congo,Rwanda,220377
2017,Dem. Rep. of the Congo,Sudan,151
2017,Dem. Rep. of the Congo,Somalia,14
2017,Dem. Rep. of the Congo,South Sudan,88970
2017,Dem. Rep. of the Congo,Syrian Arab Rep.,8
2017,Dem. Rep. of the Congo,Uganda,25
2017,Congo,Angola,318
2017,Congo,Burundi,98
2017,Congo,Central African Rep.,26403
2017,Congo,Dem. Rep. of the Congo,12316
2017,Congo,Mali,6
2017,Congo,Nigeria,6
2017,Congo,Rwanda,9275
2017,Congo,Sudan,26
2017,Congo,Syrian Arab Rep.,9
2017,Congo,Chad,37
2017,Colombia,Afghanistan,8
2017,Colombia,Cuba,71
2017,Colombia,Ecuador,9
2017,Colombia,Ethiopia,17
2017,Colombia,Hungary,7
2017,Colombia,Iraq,9
2017,Colombia,Nicaragua,14
2017,Colombia,Romania,7
2017,Colombia,El Salvador,11
2017,Colombia,Somalia,11
2017,Colombia,Serbia and Kosovo (S/RES/1244 (1999)),7
2017,Colombia,Syrian Arab Rep.,8
2017,Colombia,Venezuela (Bolivarian Republic of),61
2017,Costa Rica,Colombia,2340
